locality,bhk,area_sqft,age_years,floor,total_floors,parking_spaces,gym,swimming_pool,security,garden,elevator,furnishing,metro_distance_km,it_distance_km,price_lakhs
Undri,3,1412,3,9,16,0,0,0,1,0,1,Semi-Furnished,4.3,1.4,158.32
Undri,3,1207,13,3,13,1,1,0,1,0,1,Semi-Furnished,3.3,14.9,101.85
Wagholi,2,912,7,2,15,1,1,0,1,1,1,Semi-Furnished,1.8,5,63.63
Aundh,2,1174,6,2,3,1,1,1,0,0,1,Fully-Furnished,5.6,5.7,237.24
Hinjewadi,2,794,4,14,20,0,1,0,0,1,1,Semi-Furnished,0.8,3.2,92.27
Warje,3,1747,22,12,16,0,0,0,1,1,1,Unfurnished,3.7,1.4,144.55
Hinjewadi,2,820,2,2,10,0,1,0,1,0,1,Unfurnished,1,9.8,86.27
Kondhwa,3,1381,9,14,18,1,1,1,0,0,1,Unfurnished,1.1,11.6,124.04
Kalyani Nagar,2,773,5,6,19,0,1,1,1,1,1,Fully-Furnished,2.6,7.6,190.01
Pisoli,2,1034,22,7,10,2,0,0,1,1,1,Semi-Furnished,3.5,3.6,51.91
Warje,2,1030,7,3,15,1,1,1,0,1,1,Semi-Furnished,3.9,3.8,136.8
Warje,3,1555,5,3,4,1,0,0,0,1,1,Unfurnished,1,9.9,196.21
Chinchwad,1,720,3,2,5,1,1,0,1,1,1,Unfurnished,2.2,3.4,65.14
Pimpri,1,581,18,4,4,0,0,1,0,0,0,Unfurnished,6.1,4.3,30.65
Hadapsar,3,1010,23,3,14,1,0,0,1,0,1,Fully-Furnished,3.1,3,86.44
Hinjewadi,1,591,25,8,15,1,1,0,0,0,1,Fully-Furnished,4.4,3.1,47.73
Baner,4,2060,7,3,9,1,0,1,1,1,1,Semi-Furnished,9.3,3.6,388.41
Hadapsar,2,894,4,5,13,1,1,0,1,1,1,Unfurnished,14.4,1.1,91.59
Viman Nagar,4,2212,19,2,5,1,1,0,0,1,1,Unfurnished,4,1.6,365.13
Baner,2,806,14,3,13,2,0,0,1,0,1,Unfurnished,1.6,5,114.64
Pashan,2,826,15,8,11,1,0,0,1,0,1,Fully-Furnished,1.1,3.7,93.74
Warje,2,1058,19,4,7,1,1,1,1,1,1,Semi-Furnished,0.8,3.5,111.04
Pimpri,3,1610,21,1,4,1,0,1,0,1,0,Unfurnished,1,2.3,107.35
Warje,3,1498,7,14,15,1,0,0,1,1,1,Semi-Furnished,8.3,3.7,181
Baner,1,409,3,13,15,1,1,0,1,1,1,Unfurnished,0.6,5.4,73.3
Undri,1,591,14,2,4,2,0,0,1,1,1,Unfurnished,3.2,3.5,47.12
Kothrud,3,1408,15,1,9,0,0,1,1,0,1,Unfurnished,1.5,7.2,161.98
Hinjewadi,1,647,12,3,5,1,1,0,1,1,1,Unfurnished,1.9,5,61.41
Kalyani Nagar,1,590,13,13,13,0,0,1,1,1,1,Semi-Furnished,5.9,9.2,101.66
Kothrud,3,1258,18,14,15,0,1,0,0,1,1,Semi-Furnished,5.6,14.3,132.79
Hadapsar,3,1378,23,1,13,0,1,0,1,0,1,Fully-Furnished,1.7,11.2,93.98
Bavdhan,2,564,23,2,3,2,1,1,1,1,0,Semi-Furnished,1.7,3.5,58.05
Viman Nagar,2,814,17,7,8,0,0,0,1,1,1,Unfurnished,3,9.2,104.52
Kothrud,1,539,9,4,19,1,1,0,1,0,1,Semi-Furnished,1,2.6,71.12
Kondhwa,4,1511,10,2,6,1,0,0,0,0,1,Unfurnished,3.9,1.3,121.99
Bavdhan,2,986,22,1,6,1,0,1,1,0,1,Semi-Furnished,4.1,2.1,86.32
Mundhwa,3,1137,3,17,17,1,0,0,1,0,1,Semi-Furnished,7,12.3,143.64
Wakad,1,500,15,3,6,2,1,0,1,1,1,Semi-Furnished,2.1,2.4,58.35
Koregaon Park,3,1595,25,9,10,0,1,0,1,1,1,Semi-Furnished,3.9,9.7,311.58
Aundh,1,490,13,1,4,0,1,1,1,1,1,Unfurnished,4.5,3.2,66.79
Pisoli,4,1501,7,13,20,0,1,1,1,1,1,Unfurnished,0.8,25.5,92.72
Warje,4,2023,5,15,15,1,0,0,1,0,1,Unfurnished,6.5,2.7,316.38
Pimpri,3,1856,5,4,13,0,0,0,1,0,1,Semi-Furnished,2.1,3.8,143.86
Wagholi,3,1543,2,1,15,1,0,0,1,0,1,Unfurnished,6.2,2.1,88.19
Aundh,2,1028,17,7,10,1,1,0,1,1,1,Semi-Furnished,5.7,5.1,170.73
Pisoli,3,1210,3,4,17,0,0,1,0,0,1,Unfurnished,4.8,2.5,69.08
Viman Nagar,2,1135,15,2,3,0,1,0,1,0,1,Fully-Furnished,1.7,6.6,178.79
Kharadi,1,767,0,1,8,0,0,0,1,1,1,Unfurnished,3.9,5.3,95.53
Kondhwa,3,1069,3,1,9,1,1,1,1,0,1,Fully-Furnished,4.9,2.3,111.87
Koregaon Park,2,842,7,2,5,0,1,1,1,1,1,Unfurnished,3.4,7.9,213.12
Undri,2,1043,12,5,9,0,1,1,1,0,1,Semi-Furnished,6.2,1.2,86.52
Pisoli,2,873,25,8,9,1,1,0,1,0,1,Unfurnished,2.5,14.2,36.75
Warje,2,937,18,6,14,1,1,0,1,1,1,Unfurnished,0.5,1.4,75.9
Bavdhan,2,839,20,12,19,1,0,1,1,0,1,Unfurnished,2.9,2,97.55
Viman Nagar,3,1601,11,7,7,1,0,1,1,0,1,Semi-Furnished,10.6,1.3,254.5
Aundh,2,1028,12,10,12,0,0,0,1,1,1,Fully-Furnished,3,4.5,201.79
Baner,2,750,20,14,16,1,0,0,1,0,1,Fully-Furnished,8,3.6,105.64
Bavdhan,1,644,14,6,8,1,0,0,0,1,1,Semi-Furnished,1.5,4.7,64.01
Koregaon Park,3,1521,9,7,7,2,0,0,1,0,1,Unfurnished,5.2,6.6,420.09
Wakad,3,1474,13,5,12,1,0,0,1,0,1,Unfurnished,1.6,1,198.36
Chinchwad,3,1224,14,4,18,1,1,0,1,1,1,Unfurnished,3.8,6,95.43
Hadapsar,3,1352,23,8,16,0,0,1,1,1,1,Fully-Furnished,4.4,3,117.81
Kalyani Nagar,2,1100,25,1,4,0,0,0,1,1,1,Semi-Furnished,1.8,1.7,179.94
Hinjewadi,2,1035,3,3,7,1,1,1,1,0,1,Semi-Furnished,0.8,3.6,144.31
Wakad,2,1132,7,16,18,2,0,1,1,0,1,Unfurnished,0.9,1,187.91
Baner,2,863,7,2,9,0,1,0,1,0,1,Unfurnished,1.4,1.1,142.6
Undri,1,717,6,17,19,1,1,0,1,0,1,Semi-Furnished,10,5.2,64.4
Hinjewadi,1,514,11,8,15,1,1,1,0,0,1,Unfurnished,2.9,3.4,50.65
Chinchwad,4,1410,18,2,6,1,0,0,0,0,1,Unfurnished,1.3,1.5,130.52
Undri,3,1274,14,5,14,0,1,0,1,0,1,Semi-Furnished,1.1,22.8,96.04
Hadapsar,1,742,8,2,14,0,0,1,0,0,1,Unfurnished,6.7,28.1,37.6
Pimpri,2,1192,15,14,19,0,0,0,0,0,1,Fully-Furnished,1.7,2.8,85.24
Pisoli,2,1251,2,4,20,0,1,1,1,0,1,Unfurnished,3.9,2.9,68.97
Pimpri,2,1051,5,6,9,1,1,0,0,0,1,Fully-Furnished,0.9,5.3,85.68
Mundhwa,2,1165,9,3,10,1,0,0,1,0,1,Unfurnished,4.7,11.3,113.31
Undri,2,1264,0,5,8,1,0,1,0,0,1,Semi-Furnished,3.4,2,143.01
Koregaon Park,2,1313,7,4,18,0,0,1,1,0,1,Semi-Furnished,6.2,2.1,287.91
Hinjewadi,3,1389,3,12,12,1,1,0,1,1,1,Unfurnished,3.1,4.9,178.98
Koregaon Park,3,1439,9,9,13,1,1,1,1,0,1,Semi-Furnished,2.9,2.3,390.96
Koregaon Park,1,710,13,3,10,1,0,0,1,0,1,Unfurnished,0.6,4.4,146.13
Baner,1,491,12,3,6,1,1,1,1,1,1,Semi-Furnished,1.6,5.8,75.74
Pimpri,3,1718,11,7,13,1,1,0,0,1,1,Semi-Furnished,1.9,6.1,143.89
Mundhwa,1,463,25,12,17,0,1,0,1,0,1,Unfurnished,4.1,5.1,29.47
Chinchwad,2,1106,21,5,8,1,0,0,1,0,1,Fully-Furnished,0.6,2.9,84.48
Wakad,1,497,9,2,3,1,1,0,0,1,1,Semi-Furnished,3.9,3.5,70.09
Wagholi,1,572,2,3,11,2,0,0,0,0,1,Semi-Furnished,2.1,14.6,39.89
Kothrud,1,548,21,7,15,1,1,1,1,1,1,Unfurnished,3.1,18.4,47.43
Bavdhan,3,1281,10,6,7,1,0,0,0,0,1,Unfurnished,1.7,4.5,160.04
Pashan,2,1069,12,4,16,0,1,0,1,1,1,Semi-Furnished,18.8,4,88.64
Bavdhan,2,827,13,1,17,2,0,1,0,0,1,Fully-Furnished,0.9,11.7,80.34
Aundh,2,731,11,5,7,1,1,0,1,0,1,Semi-Furnished,3.7,3.9,118.72
Koregaon Park,2,921,24,15,19,1,0,0,1,0,1,Semi-Furnished,5.5,15.1,153.38
Chinchwad,2,1060,22,1,13,0,1,0,1,1,1,Semi-Furnished,1,4.2,67.75
Wagholi,3,1690,15,2,7,1,1,0,1,1,1,Fully-Furnished,2,3.1,136.62
Undri,2,958,6,1,6,0,1,0,0,0,1,Semi-Furnished,1,7.6,76.14
Kondhwa,2,1325,1,3,6,1,1,1,1,1,1,Fully-Furnished,6.7,5.3,161.4
Pashan,3,1621,19,4,6,0,0,0,1,0,1,Semi-Furnished,2.8,1.4,159.62
Wagholi,1,686,15,5,12,1,1,0,1,0,1,Semi-Furnished,2,2.8,38.72
Wakad,2,989,13,1,7,0,0,0,1,0,1,Semi-Furnished,2.2,5.5,106.73
Mundhwa,2,1076,11,4,7,1,1,0,0,1,1,Fully-Furnished,5.8,1.4,132.73
Viman Nagar,2,1341,22,13,19,1,0,0,1,1,1,Semi-Furnished,5.8,8.7,156.82
Hinjewadi,2,1029,24,7,12,0,1,0,1,1,1,Unfurnished,0.9,11.4,76.65
Kondhwa,3,1487,16,3,11,1,1,0,1,1,1,Unfurnished,3.1,14.7,88.47
Koregaon Park,3,1356,5,2,10,1,1,1,1,0,1,Semi-Furnished,5.5,16,406.33
Aundh,1,533,5,13,15,2,1,0,1,0,1,Semi-Furnished,2.2,6.2,101.03
Pashan,3,1290,19,1,3,1,1,0,1,1,0,Unfurnished,3.2,12.6,111.53
Pashan,3,1141,7,3,9,1,1,1,0,0,1,Fully-Furnished,2.3,1.2,161.65
Wakad,1,643,25,1,7,1,1,0,0,0,1,Semi-Furnished,3.2,3.2,54.94
Kondhwa,2,1038,6,17,18,1,1,0,0,0,1,Semi-Furnished,5.7,6,107.65
Warje,3,1493,18,2,5,1,0,0,1,1,1,Unfurnished,2.1,16.8,144.41
Aundh,3,1854,9,7,11,1,0,1,1,0,1,Semi-Furnished,1.2,5.9,410.56
Kondhwa,3,1142,16,7,12,1,1,1,1,1,1,Fully-Furnished,0.7,5.6,116.31
Koregaon Park,1,614,13,4,11,1,1,0,1,1,1,Fully-Furnished,1.3,6.5,158.65
Kalyani Nagar,1,589,2,3,4,2,1,0,1,0,1,Fully-Furnished,1,2,146.26
Pimpri,3,1304,3,4,4,1,1,0,1,1,1,Unfurnished,0.7,3.5,110.69
Koregaon Park,3,814,25,9,9,1,0,1,0,0,1,Unfurnished,1.9,10.1,180.54
Hinjewadi,2,1003,13,5,20,0,0,1,1,0,1,Unfurnished,0.7,1.4,89.57
Kalyani Nagar,1,770,2,1,3,1,1,1,1,0,1,Fully-Furnished,6.8,5.1,195.48
Aundh,3,1435,2,2,4,1,0,0,1,1,1,Unfurnished,3.6,1.2,277.67
Warje,2,932,3,1,5,0,1,0,1,0,1,Fully-Furnished,1.1,1.7,111.52
Aundh,2,1008,9,13,14,1,1,0,1,0,1,Semi-Furnished,1.3,3.2,183.18
Wakad,1,698,13,9,18,0,1,1,1,0,1,Semi-Furnished,0.7,1,71.13
Wakad,2,1173,25,1,7,2,1,1,1,0,1,Semi-Furnished,2.1,4.4,130.87
Kalyani Nagar,2,946,18,5,15,1,0,0,1,0,1,Fully-Furnished,1.7,2,181.13
Warje,2,1230,7,7,9,0,1,0,1,1,1,Unfurnished,1.6,3.5,147.08
Koregaon Park,3,1335,24,5,13,1,1,1,1,1,1,Semi-Furnished,1.1,9,270.72
Bavdhan,3,1502,23,1,4,1,1,1,1,1,1,Semi-Furnished,2.4,13.8,162.35
Pisoli,3,1363,8,7,8,1,1,0,1,0,1,Semi-Furnished,1.8,8.6,85.74
Pimpri,1,605,7,10,20,1,0,1,1,1,1,Semi-Furnished,1.3,3.5,46.49
Mundhwa,1,632,9,5,13,1,1,0,0,0,1,Unfurnished,1.1,9,55.75
Wagholi,1,722,1,3,5,1,1,1,1,0,1,Semi-Furnished,2.1,5.3,49.33
Pimpri,3,1487,4,3,10,0,1,0,0,0,1,Semi-Furnished,6.5,1.3,125.68
Pashan,2,881,1,8,20,0,1,0,1,1,1,Fully-Furnished,2.1,5,127.47
Kothrud,2,1075,1,6,10,0,1,0,0,0,1,Semi-Furnished,17.5,1.7,110.86
Bavdhan,1,503,13,3,12,0,1,0,1,1,1,Unfurnished,0.9,1.9,57.16
Chinchwad,2,913,5,1,14,0,0,0,0,0,1,Unfurnished,3.8,4.3,62.28
Kondhwa,3,1034,22,4,14,1,1,1,0,1,1,Semi-Furnished,3.2,5.3,72.4
Baner,4,1774,7,19,19,1,1,0,0,1,1,Semi-Furnished,2.9,5.2,321.35
Kondhwa,2,1102,10,4,11,1,0,0,1,1,1,Unfurnished,0.6,3.2,88.14
Pashan,2,1050,3,8,10,1,1,0,1,1,1,Fully-Furnished,1.4,6.9,172.09
Undri,2,1206,14,8,16,1,1,0,1,1,1,Semi-Furnished,4.5,5.7,107.89
Pisoli,3,1178,19,5,11,1,0,0,1,0,1,Semi-Furnished,1.4,3.7,60.2
Viman Nagar,3,1469,14,1,3,0,0,0,1,1,0,Unfurnished,1.5,1,245.13
Bavdhan,1,416,5,2,5,1,1,0,1,0,1,Semi-Furnished,4.5,1.1,50.98
Aundh,3,1528,3,6,13,1,1,1,0,1,1,Unfurnished,1.1,4.2,344.98
Pashan,3,1447,20,14,17,0,1,0,0,1,1,Fully-Furnished,2.9,3.6,150.22
Kondhwa,1,696,0,11,14,1,0,0,1,1,1,Fully-Furnished,1.2,1.1,76.13
Wakad,1,623,15,1,13,1,1,0,1,0,1,Unfurnished,7.1,5.5,62.95
Hadapsar,3,1341,4,2,4,1,0,1,1,0,0,Unfurnished,4.7,13.2,150.41
Undri,2,809,5,5,12,2,1,1,1,0,1,Unfurnished,1.4,2.1,90.71
Kondhwa,3,1237,0,2,4,0,1,0,1,1,1,Semi-Furnished,2.9,5.4,123.46
Kondhwa,1,792,14,2,12,1,1,0,1,0,1,Unfurnished,0.8,1.5,52.18
Hinjewadi,4,1818,23,3,6,1,1,0,0,0,1,Unfurnished,1.2,2.7,156.91
Pashan,2,1186,16,3,5,1,0,0,1,1,1,Unfurnished,0.5,6.2,115.79
Wagholi,3,1614,20,1,4,0,1,1,1,0,1,Semi-Furnished,8.6,1.1,88.15
Kharadi,3,1861,9,2,7,1,0,0,1,0,1,Semi-Furnished,3.8,6.7,213.33
Undri,2,854,6,1,8,1,0,0,1,1,1,Semi-Furnished,6.9,1.3,83.28
Kharadi,3,1467,7,11,12,1,1,0,1,0,1,Unfurnished,1.4,2.2,215.16
Wakad,4,2312,24,7,12,2,0,1,0,0,1,Unfurnished,1.3,8.1,270.38
Wakad,2,883,12,7,7,1,1,1,1,1,1,Unfurnished,2.1,2.2,139.53
Kondhwa,1,603,25,2,16,1,0,1,1,1,1,Semi-Furnished,8.7,2.8,34.47
Pimpri,3,1539,8,8,18,1,1,0,1,1,1,Unfurnished,4,17.9,116.61
Viman Nagar,3,1203,3,3,13,1,0,1,1,0,1,Semi-Furnished,3.8,7.5,220.28
Kothrud,3,1125,17,1,5,1,0,0,0,1,1,Fully-Furnished,2.6,2.9,144.47
Aundh,2,1285,5,6,14,1,1,0,0,1,1,Semi-Furnished,4.6,2.3,233.84
Kondhwa,1,446,12,2,18,0,0,0,1,0,1,Unfurnished,1.2,8.6,27.66
Wakad,3,1353,12,3,15,1,1,1,0,1,1,Semi-Furnished,4.7,12.4,187.97
Bavdhan,1,566,23,20,20,2,0,0,1,1,1,Fully-Furnished,9.9,3.4,56.23
Bavdhan,2,925,0,5,12,1,0,1,1,0,1,Semi-Furnished,2.5,1.6,135.92
Aundh,4,1597,17,8,11,0,1,0,1,1,1,Semi-Furnished,5.5,11.4,247.21
Kothrud,3,1557,22,4,6,0,1,0,1,0,1,Semi-Furnished,6.3,8.2,157.43
Chinchwad,2,1067,25,1,5,1,0,1,1,0,1,Semi-Furnished,9.2,6.7,55.58
Undri,2,1001,18,1,10,1,0,0,1,0,1,Unfurnished,3.6,4.6,56.62
Pisoli,2,946,0,4,11,1,1,0,1,1,1,Unfurnished,5.4,10.9,52.79
Undri,2,1179,23,1,5,1,0,0,0,1,1,Unfurnished,4.7,9.4,61.98
Viman Nagar,2,979,3,4,4,1,1,0,0,1,1,Unfurnished,6.4,1.7,177.25
Bavdhan,4,2057,23,9,11,1,1,0,0,0,1,Semi-Furnished,3.9,2.5,247.85
Mundhwa,4,1784,11,9,19,1,0,0,1,1,1,Fully-Furnished,0.7,7.3,227.21
Kharadi,2,1179,15,2,3,1,0,0,1,0,0,Semi-Furnished,2,1.9,134.61
Wagholi,2,1027,3,4,4,1,0,1,1,0,0,Unfurnished,1.1,7.4,82.84
Bavdhan,2,1373,9,10,14,1,1,0,1,0,1,Semi-Furnished,2.4,9.8,172.31
Wakad,3,1507,8,5,8,1,0,0,1,0,1,Semi-Furnished,0.8,10.1,233.94
Pisoli,2,1183,25,7,18,0,1,1,0,1,1,Unfurnished,1.9,11.6,47.68
Kharadi,2,914,0,2,13,1,0,0,1,1,1,Unfurnished,2.1,11.9,121.44
Kondhwa,3,1613,7,13,20,1,0,0,1,1,1,Semi-Furnished,1.4,2.4,189.36
Mundhwa,3,1372,5,3,11,1,1,0,1,1,1,Semi-Furnished,5,3.5,171.11
Bavdhan,3,1485,5,2,3,1,1,0,1,1,1,Fully-Furnished,1.9,3.2,244.04
Viman Nagar,2,1042,5,1,3,1,1,0,1,0,1,Unfurnished,2.2,11.6,128.7
Koregaon Park,2,1486,1,11,11,1,0,1,1,1,1,Fully-Furnished,0.9,21.3,498.26
Undri,4,1755,20,16,17,0,1,1,1,0,1,Unfurnished,3.8,5.5,152.88
Mundhwa,3,1072,4,3,8,0,1,0,1,1,1,Unfurnished,5.1,2.1,105.27
Wagholi,2,1075,6,2,3,1,1,0,1,1,1,Fully-Furnished,2.1,4.1,91.92
Kondhwa,1,686,21,7,15,1,1,0,1,1,1,Semi-Furnished,2.7,2.9,43.39
Baner,1,679,1,10,11,0,1,0,1,1,1,Unfurnished,1.8,1.3,109.91
Pimpri,2,944,3,8,13,1,1,0,1,0,1,Unfurnished,1.2,1,71.75
Baner,1,529,18,1,3,1,0,0,0,1,0,Fully-Furnished,0.9,1.3,65.57
Viman Nagar,3,1464,23,3,7,0,1,0,0,0,1,Unfurnished,2.2,1.6,183.09
Viman Nagar,2,673,6,5,8,0,1,0,1,0,1,Semi-Furnished,1.9,5.9,114.33
Kondhwa,2,912,20,1,8,2,1,0,1,1,1,Semi-Furnished,0.6,26.9,55.79
Chinchwad,1,725,22,18,19,1,1,0,1,0,1,Semi-Furnished,1.8,3.9,47.68
Kalyani Nagar,3,1421,16,8,8,0,1,0,1,1,1,Unfurnished,6.4,11.1,295.83
Kothrud,3,1455,0,7,8,1,0,1,0,0,1,Unfurnished,2.5,22.7,209.38
Wagholi,1,519,0,15,17,1,1,1,1,0,1,Semi-Furnished,2.8,25.2,35.09
Mundhwa,2,854,21,5,15,0,1,0,1,1,1,Unfurnished,0.5,3.6,74.9
Bavdhan,3,1533,18,10,15,0,1,1,1,1,1,Fully-Furnished,1.7,9.8,177.77
Viman Nagar,4,1604,18,2,7,1,1,0,0,1,1,Unfurnished,0.7,2,238.34
Kothrud,2,734,5,1,17,1,0,0,1,0,1,Fully-Furnished,2.1,3.4,107.56
Bavdhan,1,400,7,6,7,1,1,0,0,0,1,Semi-Furnished,0.8,16.3,44.11
Warje,3,1370,15,14,15,1,0,1,1,0,1,Fully-Furnished,1.6,2.9,168.89
Warje,3,1493,9,13,16,1,0,1,1,0,1,Fully-Furnished,0.9,6,195.56
Kharadi,3,1436,11,6,14,1,0,0,1,0,1,Unfurnished,0.7,16.6,181.85
Undri,1,659,6,7,12,0,0,0,0,0,1,Semi-Furnished,1.1,10.6,52.22
Undri,1,601,13,3,8,1,1,0,1,0,1,Semi-Furnished,4.9,14.7,42.51
Warje,3,1367,0,6,8,0,1,1,0,1,1,Semi-Furnished,1.5,2.7,205.69
Bavdhan,3,1122,9,9,16,1,0,1,1,1,1,Semi-Furnished,2.9,1.9,140.6
Hadapsar,3,1221,11,2,6,2,1,0,1,0,1,Unfurnished,1.6,4.5,134.08
Pisoli,2,1098,16,14,17,0,0,0,1,0,1,Fully-Furnished,3.6,1.8,61.52
Kothrud,2,872,10,1,12,1,0,0,0,0,1,Semi-Furnished,1.9,3.7,104.93
Mundhwa,1,562,23,4,4,0,0,0,1,1,1,Unfurnished,1.1,3.5,40.75
Mundhwa,1,560,23,19,19,1,0,0,0,1,1,Semi-Furnished,12.4,3.4,38.57
Warje,2,899,23,3,5,2,1,0,0,1,1,Unfurnished,3.5,2.1,86.05
Baner,3,1636,13,2,6,1,1,1,1,1,1,Semi-Furnished,0.7,3,289.43
Kalyani Nagar,2,1155,15,7,9,0,1,0,1,0,1,Unfurnished,1.8,1.8,191.63
Kharadi,3,1648,8,2,3,0,1,1,1,0,1,Semi-Furnished,1.9,1.7,252.72
Wakad,1,539,0,4,13,0,0,1,1,1,1,Semi-Furnished,1.6,6.1,71.42
Hadapsar,2,1241,15,1,20,1,0,1,0,1,1,Semi-Furnished,1.9,9.7,106.58
Wagholi,3,1370,21,5,15,1,1,0,0,0,1,Fully-Furnished,5.3,2,71.28
Baner,1,730,16,5,14,0,0,1,0,1,1,Unfurnished,0.6,6.9,75.96
Kothrud,2,945,13,2,3,1,1,0,1,0,1,Fully-Furnished,3.3,2.4,131.7
Wakad,2,891,6,5,6,0,1,1,1,1,1,Semi-Furnished,1,2.8,137.51
Kothrud,3,1399,13,6,11,1,1,1,1,1,1,Semi-Furnished,0.9,2.8,210.76
Kondhwa,2,1048,12,7,10,1,1,1,1,1,1,Unfurnished,7,5,99.96
Chinchwad,1,461,10,6,17,1,0,0,1,0,1,Unfurnished,1,13.4,32.69
Koregaon Park,2,835,4,3,19,1,1,1,1,0,1,Semi-Furnished,4.8,3.1,199.78
Undri,3,1590,11,3,3,1,1,0,1,0,1,Semi-Furnished,0.7,2.5,174.49
Kharadi,2,770,22,6,9,0,0,0,1,0,1,Semi-Furnished,4.6,13.6,65.11
Pashan,4,1339,25,8,8,1,0,1,1,1,1,Unfurnished,10.3,3.9,122.02
Baner,1,400,1,16,16,1,0,0,1,1,1,Unfurnished,7.7,5.2,59.14
Pashan,2,1104,23,3,4,1,1,1,0,0,1,Semi-Furnished,1.8,3.8,111.01
Pashan,2,941,3,2,6,1,1,0,1,1,1,Unfurnished,5.2,15.2,113.82
Hadapsar,1,739,7,7,18,0,0,1,1,1,1,Semi-Furnished,5.4,10.3,67.6
Pimpri,2,917,22,11,17,1,1,0,1,1,1,Unfurnished,2,6.6,52.52
Chinchwad,1,761,11,12,14,0,1,0,1,0,1,Semi-Furnished,1.8,6,58.44
Chinchwad,1,659,25,2,7,1,1,0,1,1,1,Semi-Furnished,2.9,2.1,37.78
Hinjewadi,2,1151,8,12,14,1,1,0,1,1,1,Fully-Furnished,2.5,2.2,142.35
Hinjewadi,2,987,16,9,13,1,1,0,0,1,1,Unfurnished,2.4,12.4,93.22
Warje,1,786,2,4,13,1,0,0,1,1,1,Semi-Furnished,1.4,4,92.06
Kothrud,2,961,18,3,3,1,1,0,1,0,1,Unfurnished,0.5,1.2,112.27
Hadapsar,2,1144,8,18,20,1,1,0,1,0,1,Semi-Furnished,2.9,1.8,130.13
Aundh,2,1101,23,4,8,0,1,0,1,0,1,Unfurnished,4.4,8.3,149.92
Viman Nagar,3,1412,2,5,7,1,0,0,1,0,1,Unfurnished,1.8,6.2,275.18
Kalyani Nagar,2,948,20,2,5,1,1,0,0,1,1,Semi-Furnished,5.6,5.5,148.83
Chinchwad,2,910,18,4,16,1,1,1,1,1,1,Semi-Furnished,6.3,3.1,56.75
Koregaon Park,2,1081,13,8,11,1,0,0,1,1,1,Unfurnished,1.1,3.8,257.31
Wagholi,1,652,8,17,20,1,1,1,1,0,1,Unfurnished,2.8,6,38.45
Kondhwa,2,913,5,2,8,1,1,0,1,0,1,Semi-Furnished,0.6,2.9,84.85
Kharadi,1,712,3,4,10,1,0,1,1,1,1,Fully-Furnished,3.8,3.9,102.8
Viman Nagar,2,1007,4,3,13,0,0,0,0,1,1,Unfurnished,1.4,1.3,171.5
Kondhwa,4,1648,20,9,16,0,0,1,1,0,1,Unfurnished,1.6,4.8,134.88
Kothrud,3,1803,10,10,17,1,0,0,1,0,1,Fully-Furnished,1,3.4,313.87
Kothrud,2,1052,4,9,17,0,1,0,1,0,1,Unfurnished,4.4,13.8,131.26
Hadapsar,2,1076,12,9,13,1,0,0,1,1,1,Unfurnished,1.1,6.5,111.1
Aundh,1,736,23,16,18,2,1,1,1,1,1,Semi-Furnished,2.5,4.8,124.01
Aundh,2,1036,19,1,15,0,1,0,1,1,1,Unfurnished,1.2,9.2,108.94
Hinjewadi,3,1785,2,13,13,1,1,1,1,1,1,Semi-Furnished,2.2,2.6,267.05
Aundh,2,704,17,9,11,1,0,0,1,0,1,Semi-Furnished,8.6,13.8,103.69
Hadapsar,4,1284,11,7,17,0,1,0,1,1,1,Semi-Furnished,4.5,1.2,142.99
Pimpri,2,688,0,1,7,1,1,1,1,1,1,Unfurnished,8.1,1.1,53.44
Kondhwa,2,1247,18,2,16,2,1,0,1,0,1,Unfurnished,2.5,1.4,96.76
Baner,3,1404,18,5,5,1,1,1,1,0,1,Fully-Furnished,3.4,2.3,241
Baner,3,859,13,8,11,1,1,1,1,0,1,Semi-Furnished,0.7,1.6,143.37
Hadapsar,2,927,24,1,16,1,0,1,1,0,1,Unfurnished,1.2,4.5,64.98
Hinjewadi,2,852,7,9,13,1,1,1,1,0,1,Fully-Furnished,0.6,1.3,120.31
Pisoli,1,592,24,2,7,1,0,0,1,0,1,Unfurnished,6.1,2.5,19.75
Kothrud,4,1671,10,4,13,1,0,0,1,0,1,Fully-Furnished,2.3,5.3,266.32
Kothrud,1,415,14,4,6,0,1,1,1,0,1,Semi-Furnished,1.6,1.6,53.19
Viman Nagar,1,522,12,1,6,2,1,0,1,0,1,Unfurnished,4.9,17.9,58.5
Undri,3,1720,11,7,13,0,1,1,1,0,1,Unfurnished,1.5,6,174.6
Pashan,1,485,12,13,16,2,0,0,1,0,1,Fully-Furnished,4.8,2.7,43.31
Chinchwad,1,652,22,4,5,1,0,1,1,1,1,Unfurnished,0.7,4.3,42.53
Aundh,1,620,0,5,7,0,1,1,0,1,1,Fully-Furnished,2.9,2.4,142.1
Chinchwad,2,1140,13,7,8,0,1,1,1,1,1,Unfurnished,3,4.6,92.42
Wakad,3,1379,0,7,18,1,1,1,1,0,1,Semi-Furnished,3.3,1.4,258.22
Hadapsar,1,646,15,2,4,2,0,0,1,1,0,Unfurnished,3.1,1.7,53.56
Aundh,1,746,2,4,6,1,1,1,1,1,1,Fully-Furnished,2.1,11.6,160.92
Koregaon Park,2,1112,15,3,11,1,1,1,1,0,1,Semi-Furnished,3.4,1.7,263.88
